/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_000311.417294_rgb.jpg,3114,3484,3176,3534,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_000529.416720_rgb.jpg,3136,3682,3210,3746,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_000529.416720_rgb.jpg,3276,3695,3345,3756,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_001905.413279_rgb.jpg,6288,60,6316,105,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_001910.663404_rgb.jpg,3513,193,3551,247,ringed_pup
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_001910.663404_rgb.jpg,3494,245,3571,293,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_001916.663413_rgb.jpg,6110,1685,6168,1757,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002013.663165_rgb.jpg,4861,1595,4937,1641,unknown_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002155.662560_rgb.jpg,5007,3354,5049,3418,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002155.662560_rgb.jpg,5875,154,5920,235,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002156.412563_rgb.jpg,5722,2908,5762,2984,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002157.162546_rgb.jpg,6504,573,6576,616,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002157.162546_rgb.jpg,6487,2787,6561,2827,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002158.662550_rgb.jpg,810,3819,857,3885,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002158.662550_rgb.jpg,765,3796,805,3836,ringed_pup
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002212.162496_rgb.jpg,858,3365,904,3437,unknown_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002230.912408_rgb.jpg,4846,3579,4939,3668,bearded_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002230.912408_rgb.jpg,5949,4160,6081,4225,bearded_seal
