/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,3647,2674,3696,2741,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,3635,2819,3729,2868,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,3796,2870,3864,2917,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,3817,2765,3857,2824,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,3728,3008,3784,3077,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002951.160596_rgb.jpg,1695,567,1732,609,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002951.160596_rgb.jpg,1590,603,1631,636,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002951.160596_rgb.jpg,1539,771,1591,803,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002951.160596_rgb.jpg,1725,658,1769,703,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002951.160596_rgb.jpg,1666,626,1704,671,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002951.160596_rgb.jpg,1607,733,1637,792,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002951.160596_rgb.jpg,1694,783,1743,814,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002951.160596_rgb.jpg,1665,725,1715,760,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_002951.160596_rgb.jpg,1541,702,1581,747,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_003504.409453_rgb.jpg,4183,1606,4235,1637,ringed_pup
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_003906.408604_rgb.jpg,1686,4107,1748,4165,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_003906.408604_rgb.jpg,6521,3370,6575,3436,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_003906.408604_rgb.jpg,6362,3473,6393,3542,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_003906.408604_rgb.jpg,6476,3454,6528,3510,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_003929.908382_rgb.jpg,78,2783,164,2832,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_004007.408229_rgb.jpg,1922,3759,1990,3816,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_004007.408229_rgb.jpg,3837,3351,3882,3405,unknown_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_004028.408258_rgb.jpg,4132,1792,4191,1828,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_004058.908191_rgb.jpg,3902,3476,3939,3564,ringed_seal
/content/gdrive/MyDrive/project_6/images/train/test_kotz_2019_fl04_C_20190510_004133.907886_rgb.jpg,3449,2643,3521,2696,ringed_seal
